timestamp,open,high,low,close,volume
2023-05-10 11:15:00,20.684,20.726,20.668,20.683,159816.0
2023-05-10 11:30:00,20.683,20.715,20.67,20.688,104086.0
2023-05-10 11:45:00,20.689,20.748,20.689,20.73,185172.0
2023-05-10 12:00:00,20.732,20.754,20.696,20.733,124932.0
2023-05-10 12:15:00,20.734,20.799,20.635,20.72,333471.0
2023-05-10 12:30:00,20.72,21.222,20.718,21.129,1779287.0
2023-05-10 12:45:00,21.126,21.19,21.089,21.136,832443.0
2023-05-10 13:00:00,21.134,21.294,21.076,21.137,781562.0
2023-05-10 13:15:00,21.137,21.161,20.995,21.105,565087.0
2023-05-10 13:30:00,21.106,21.209,21.072,21.14,491960.0
2023-05-10 13:45:00,21.14,21.186,21.07,21.144,290021.0
2023-05-10 14:00:00,21.145,21.211,21.096,21.11,322292.0
2023-05-10 14:15:00,21.111,21.162,21.092,21.146,285128.0
2023-05-10 14:30:00,21.146,21.203,21.126,21.126,230745.0
2023-05-10 14:45:00,21.126,21.133,21.053,21.095,306703.0
2023-05-10 15:00:00,21.095,21.113,21.03,21.043,204208.0
2023-05-10 15:15:00,21.043,21.048,20.963,21.038,276727.0
2023-05-10 15:30:00,21.037,21.159,21.021,21.13,301149.0
2023-05-10 15:45:00,21.129,21.164,21.035,21.074,186278.0
2023-05-10 16:00:00,21.074,21.169,21.053,21.148,183344.0
2023-05-10 16:15:00,21.148,21.18,21.084,21.141,237347.0
2023-05-10 16:30:00,21.14,21.151,21.054,21.071,199318.0
2023-05-10 16:45:00,21.071,21.093,21.04,21.083,115059.0
2023-05-10 17:00:00,21.083,21.118,20.783,20.837,569250.0
2023-05-10 17:15:00,20.837,20.838,19.626,20.331,3058573.0
2023-05-10 17:30:00,20.332,20.557,20.299,20.553,994956.0
2023-05-10 17:45:00,20.553,20.727,20.47,20.715,559368.0
2023-05-10 18:00:00,20.715,20.726,20.571,20.575,410665.0
2023-05-10 18:15:00,20.575,20.744,20.563,20.71,353256.0
2023-05-10 18:30:00,20.711,20.757,20.676,20.757,226961.0
2023-05-10 18:45:00,20.756,20.762,20.683,20.743,194420.0
2023-05-10 19:00:00,20.741,21.097,20.716,20.884,920280.0
2023-05-10 19:15:00,20.881,21.014,20.878,20.965,404010.0
2023-05-10 19:30:00,20.966,21.022,20.966,20.996,207524.0
2023-05-10 19:45:00,20.996,21.061,20.915,20.96,495431.0
2023-05-10 20:00:00,20.961,21.055,20.924,21.043,216641.0
2023-05-10 20:15:00,21.042,21.244,21.04,21.162,739184.0
2023-05-10 20:30:00,21.162,21.234,21.155,21.219,281259.0
2023-05-10 20:45:00,21.22,21.284,21.196,21.213,308288.0
2023-05-10 21:00:00,21.213,21.23,21.155,21.167,257113.0
2023-05-10 21:15:00,21.168,21.177,20.749,20.963,686552.0
2023-05-10 21:30:00,20.963,20.996,20.841,20.853,301829.0
2023-05-10 21:45:00,20.855,20.939,20.838,20.892,148575.0
2023-05-10 22:00:00,20.891,20.958,20.863,20.905,144653.0
2023-05-10 22:15:00,20.904,20.936,20.87,20.886,149159.0
2023-05-10 22:30:00,20.885,20.972,20.865,20.934,195666.0
2023-05-10 22:45:00,20.933,21.059,20.917,21.035,163805.0
2023-05-10 23:00:00,21.034,21.098,20.983,20.99,177688.0
2023-05-10 23:15:00,20.991,21.024,20.94,20.97,135089.0
2023-05-10 23:30:00,20.97,21.002,20.949,20.955,104981.0
2023-05-10 23:45:00,20.954,20.964,20.889,20.909,102675.0
2023-05-11 00:00:00,20.909,20.922,20.778,20.818,254750.0
2023-05-11 00:15:00,20.817,20.874,20.742,20.81,280241.0
2023-05-11 00:30:00,20.809,20.828,20.648,20.705,339729.0
2023-05-11 00:45:00,20.706,20.728,20.611,20.658,228811.0
2023-05-11 01:00:00,20.658,20.721,20.643,20.695,134305.0
2023-05-11 01:15:00,20.695,20.77,20.695,20.731,122169.0
2023-05-11 01:30:00,20.732,20.735,20.613,20.698,165666.0
2023-05-11 01:45:00,20.699,20.715,20.638,20.684,111219.0
2023-05-11 02:00:00,20.684,20.686,20.624,20.673,107026.0
2023-05-11 02:15:00,20.674,20.73,20.653,20.67,114388.0
2023-05-11 02:30:00,20.669,20.69,20.623,20.656,94798.0
2023-05-11 02:45:00,20.657,20.713,20.649,20.706,153782.0
2023-05-11 03:00:00,20.706,20.709,20.532,20.556,398854.0
2023-05-11 03:15:00,20.556,20.603,20.511,20.585,235523.0
2023-05-11 03:30:00,20.585,20.627,20.55,20.599,152860.0
2023-05-11 03:45:00,20.599,20.609,20.525,20.537,123353.0
2023-05-11 04:00:00,20.537,20.623,20.527,20.613,150771.0
2023-05-11 04:15:00,20.612,20.624,20.564,20.595,115343.0
2023-05-11 04:30:00,20.594,20.655,20.582,20.628,146305.0
2023-05-11 04:45:00,20.629,20.685,20.628,20.665,97776.0
2023-05-11 05:00:00,20.666,20.666,20.602,20.614,98780.0
2023-05-11 05:15:00,20.615,20.616,20.526,20.601,147324.0
2023-05-11 05:30:00,20.602,20.622,20.533,20.576,131577.0
2023-05-11 05:45:00,20.576,20.653,20.574,20.636,125544.0
2023-05-11 06:00:00,20.636,20.664,20.576,20.599,94775.0
2023-05-11 06:15:00,20.6,20.609,20.531,20.576,121472.0
2023-05-11 06:30:00,20.575,20.589,20.518,20.557,133840.0
2023-05-11 06:45:00,20.558,20.603,20.542,20.588,139091.0
2023-05-11 07:00:00,20.587,20.651,20.574,20.63,156256.0
2023-05-11 07:15:00,20.63,20.649,20.61,20.635,87424.0
2023-05-11 07:30:00,20.635,20.67,20.621,20.641,127119.0
2023-05-11 07:45:00,20.639,20.639,20.539,20.582,167972.0
2023-05-11 08:00:00,20.581,20.582,20.3,20.506,667740.0
2023-05-11 08:15:00,20.505,20.545,20.452,20.502,293586.0
2023-05-11 08:30:00,20.503,20.536,20.422,20.526,220292.0
2023-05-11 08:45:00,20.527,20.564,20.474,20.521,151664.0
2023-05-11 09:00:00,20.521,20.582,20.491,20.534,173495.0
2023-05-11 09:15:00,20.535,20.552,20.494,20.537,108967.0
2023-05-11 09:30:00,20.536,20.557,20.495,20.555,115797.0
2023-05-11 09:45:00,20.555,20.574,20.523,20.552,62874.0
2023-05-11 10:00:00,20.552,20.578,20.536,20.578,86760.0
2023-05-11 10:15:00,20.577,20.598,20.545,20.563,95706.0
2023-05-11 10:30:00,20.563,20.636,20.543,20.598,133822.0
2023-05-11 10:45:00,20.599,20.628,20.556,20.564,119740.0
2023-05-11 11:00:00,20.565,20.603,20.527,20.562,124481.0
2023-05-11 11:15:00,20.562,20.591,20.525,20.541,103985.0
2023-05-11 11:30:00,20.54,20.58,20.509,20.518,90647.0
2023-05-11 11:45:00,20.518,20.52,20.443,20.49,153733.0
2023-05-11 12:00:00,20.492,20.669,20.47,20.623,302209.0
2023-05-11 12:15:00,20.624,20.721,20.581,20.651,195425.0
2023-05-11 12:30:00,20.651,20.78,20.41,20.488,685957.0
2023-05-11 12:45:00,20.488,20.506,20.347,20.362,413633.0
2023-05-11 13:00:00,20.361,20.445,20.255,20.302,526485.0
2023-05-11 13:15:00,20.302,20.396,20.276,20.276,362772.0
2023-05-11 13:30:00,20.277,20.386,20.213,20.352,412485.0
2023-05-11 13:45:00,20.351,20.375,20.08,20.188,722167.0
2023-05-11 14:00:00,20.187,20.217,20.001,20.211,868160.0
2023-05-11 14:15:00,20.21,20.246,20.109,20.117,351403.0
2023-05-11 14:30:00,20.116,20.153,20.011,20.048,499696.0
2023-05-11 14:45:00,20.047,20.09,19.868,20.085,669593.0
2023-05-11 15:00:00,20.086,20.125,19.94,19.961,493711.0
2023-05-11 15:15:00,19.961,20.119,19.943,20.111,290648.0
2023-05-11 15:30:00,20.113,20.188,20.113,20.167,280691.0
2023-05-11 15:45:00,20.167,20.193,20.102,20.151,182808.0
2023-05-11 16:00:00,20.151,20.163,20.065,20.085,255638.0
2023-05-11 16:15:00,20.086,20.163,20.033,20.097,320902.0
2023-05-11 16:30:00,20.097,20.162,20.069,20.129,189521.0
