timestamp,open,high,low,close,volume
2023-05-10 12:00:00,1849.63,1887.0,1845.78,1871.81,1465350.123
2023-05-10 16:00:00,1871.79,1879.35,1785.74,1848.67,1853138.43
2023-05-10 20:00:00,1848.68,1862.39,1825.0,1839.86,663493.251
2023-05-11 00:00:00,1839.86,1841.24,1818.66,1826.53,430222.819
2023-05-11 04:00:00,1826.53,1834.75,1823.46,1828.62,283591.19
2023-05-11 08:00:00,1828.62,1828.71,1805.78,1820.18,520053.535
2023-05-11 12:00:00,1820.18,1841.54,1780.0,1806.85,1391462.196
2023-05-11 16:00:00,1806.85,1810.0,1768.42,1783.8,1023520.224
2023-05-11 20:00:00,1783.81,1800.73,1781.36,1793.24,357089.763
2023-05-12 00:00:00,1793.25,1800.0,1757.0,1762.82,665226.489
2023-05-12 04:00:00,1762.82,1769.37,1735.37,1758.49,912161.973
2023-05-12 08:00:00,1758.49,1771.6,1754.26,1763.95,441838.89
2023-05-12 12:00:00,1763.95,1782.87,1760.0,1764.76,685422.271
2023-05-12 16:00:00,1764.76,1795.0,1741.33,1789.13,859269.888
2023-05-12 20:00:00,1789.13,1820.0,1780.01,1806.53,710348.201
2023-05-13 00:00:00,1806.53,1816.24,1800.2,1804.69,287868.912
2023-05-13 04:00:00,1804.7,1806.05,1796.0,1802.01,262760.415
2023-05-13 08:00:00,1802.01,1810.9,1800.25,1802.96,223331.029
2023-05-13 12:00:00,1802.97,1809.5,1784.0,1795.0,426541.4
2023-05-13 16:00:00,1795.0,1805.89,1784.02,1791.73,378494.07
2023-05-13 20:00:00,1791.73,1804.31,1791.35,1794.44,215112.522
2023-05-14 00:00:00,1794.44,1804.76,1789.41,1803.18,264616.19
2023-05-14 04:00:00,1803.17,1809.1,1800.01,1804.24,242726.569
2023-05-14 08:00:00,1804.25,1805.85,1798.0,1801.34,184431.312
2023-05-14 12:00:00,1801.39,1825.27,1796.44,1818.15,691986.422
2023-05-14 16:00:00,1818.16,1820.91,1791.01,1795.28,447198.591
2023-05-14 20:00:00,1795.28,1802.11,1790.54,1798.25,234160.542
2023-05-15 00:00:00,1798.26,1837.35,1783.51,1825.19,861691.833
2023-05-15 04:00:00,1825.18,1833.82,1816.32,1827.98,486339.926
2023-05-15 08:00:00,1827.98,1835.0,1822.58,1823.63,253418.514
2023-05-15 12:00:00,1823.62,1835.0,1810.7,1826.9,533289.684
2023-05-15 16:00:00,1826.9,1848.0,1822.65,1827.99,684040.319
2023-05-15 20:00:00,1827.99,1828.96,1811.37,1815.56,244164.822
