timestamp,open,high,low,close,volume
2023-05-10 12:00:00,20.732,21.222,20.635,21.136,3070133.0
2023-05-10 13:00:00,21.134,21.294,20.995,21.144,2128630.0
2023-05-10 14:00:00,21.145,21.211,21.053,21.095,1144868.0
2023-05-10 15:00:00,21.095,21.164,20.963,21.074,968362.0
2023-05-10 16:00:00,21.074,21.18,21.04,21.083,735068.0
2023-05-10 17:00:00,21.083,21.118,19.626,20.715,5182147.0
2023-05-10 18:00:00,20.715,20.762,20.563,20.743,1185302.0
2023-05-10 19:00:00,20.741,21.097,20.716,20.96,2027245.0
2023-05-10 20:00:00,20.961,21.284,20.924,21.213,1545372.0
2023-05-10 21:00:00,21.213,21.23,20.749,20.892,1394069.0
2023-05-10 22:00:00,20.891,21.059,20.863,21.035,653283.0
2023-05-10 23:00:00,21.034,21.098,20.889,20.909,520433.0
2023-05-11 00:00:00,20.909,20.922,20.611,20.658,1103531.0
2023-05-11 01:00:00,20.658,20.77,20.613,20.684,533359.0
2023-05-11 02:00:00,20.684,20.73,20.623,20.706,469994.0
2023-05-11 03:00:00,20.706,20.709,20.511,20.537,910590.0
2023-05-11 04:00:00,20.537,20.685,20.527,20.665,510195.0
2023-05-11 05:00:00,20.666,20.666,20.526,20.636,503225.0
2023-05-11 06:00:00,20.636,20.664,20.518,20.588,489178.0
2023-05-11 07:00:00,20.587,20.67,20.539,20.582,538771.0
2023-05-11 08:00:00,20.581,20.582,20.3,20.521,1333282.0
2023-05-11 09:00:00,20.521,20.582,20.491,20.552,461133.0
2023-05-11 10:00:00,20.552,20.636,20.536,20.564,436028.0
2023-05-11 11:00:00,20.565,20.603,20.443,20.49,472846.0
2023-05-11 12:00:00,20.492,20.78,20.347,20.362,1597224.0
2023-05-11 13:00:00,20.361,20.445,20.08,20.188,2023909.0
2023-05-11 14:00:00,20.187,20.246,19.868,20.085,2388852.0
2023-05-11 15:00:00,20.086,20.193,19.94,20.151,1247858.0
2023-05-11 16:00:00,20.151,20.184,20.033,20.087,956914.0
2023-05-11 17:00:00,20.087,20.118,19.65,19.98,2406257.0
2023-05-11 18:00:00,19.98,20.134,19.817,20.116,1448020.0
2023-05-11 19:00:00,20.115,20.143,19.898,19.995,991691.0
2023-05-11 20:00:00,19.998,20.168,19.955,20.126,615399.0
2023-05-11 21:00:00,20.126,20.227,20.069,20.153,507708.0
2023-05-11 22:00:00,20.153,20.313,20.117,20.148,652816.0
2023-05-11 23:00:00,20.148,20.294,20.061,20.163,719178.0
2023-05-12 00:00:00,20.164,20.256,20.066,20.225,638730.0
2023-05-12 01:00:00,20.227,20.271,20.049,20.06,673586.0
2023-05-12 02:00:00,20.06,20.094,19.816,19.947,1135622.0
2023-05-12 03:00:00,19.947,20.084,19.923,19.981,727140.0
2023-05-12 04:00:00,19.981,20.172,19.912,20.161,673084.0
2023-05-12 05:00:00,20.161,20.208,19.79,19.959,1130460.0
2023-05-12 06:00:00,19.96,20.09,19.802,20.068,1017248.0
2023-05-12 07:00:00,20.067,20.171,20.016,20.082,662933.0
2023-05-12 08:00:00,20.083,20.183,20.044,20.118,582232.0
2023-05-12 09:00:00,20.117,20.3,20.117,20.281,841992.0
2023-05-12 10:00:00,20.281,20.33,20.194,20.203,531617.0
2023-05-12 11:00:00,20.204,20.349,20.19,20.269,503595.0
2023-05-12 12:00:00,20.269,20.493,20.267,20.344,1027853.0
2023-05-12 13:00:00,20.346,20.419,20.301,20.347,613974.0
2023-05-12 14:00:00,20.346,20.931,20.283,20.374,2346332.0
2023-05-12 15:00:00,20.374,20.487,20.259,20.282,935500.0
2023-05-12 16:00:00,20.283,20.435,20.203,20.313,1428079.0
2023-05-12 17:00:00,20.313,20.426,20.307,20.318,499274.0
